ingredient_name,ingredient_id,nafdac_url,page_scraped,ingredient_name_clean,is_combination,component_count,components
Anastrozole,739,https://greenbook.nafdac.gov.ng/ingredient/products/739,3,Anastrozole,False,1,Anastrozole
Anhydrous  Dextrose,2081,https://greenbook.nafdac.gov.ng/ingredient/products/2081,3,Anhydrous Dextrose,False,1,Dextrose
Anhydrous Cefalexin,1970,https://greenbook.nafdac.gov.ng/ingredient/products/1970,3,Anhydrous Cefalexin,False,1,Cefalexin
"ANHYDROUS CEFTRIAXONE,ANHYDROUS SULBACTAM",2343,https://greenbook.nafdac.gov.ng/ingredient/products/2343,3,"ANHYDROUS CEFTRIAXONE, ANHYDROUS SULBACTAM",True,2,CEFTRIAXONE | SULBACTAM
Anhydrous Glucose; Sodium Chloride; Sodium Citrate; Potassium Chloride,1655,https://greenbook.nafdac.gov.ng/ingredient/products/1655,3,Anhydrous Glucose; Sodium Chloride; Sodium Citrate; Potassium Chloride,True,4,Glucose | Chloride | Chloride
Anhydrous Glucose; Sodium Chloride; Sodium Citrate; Potassium Chloride; Zinc Sulphate Monohydrate,1945,https://greenbook.nafdac.gov.ng/ingredient/products/1945,3,Anhydrous Glucose; Sodium Chloride; Sodium Citrate; Potassium Chloride; Zinc Sulphate Monohydrate,True,5,Glucose | Chloride | Chloride | Zinc Sulphate
Anklet Grip,2183,https://greenbook.nafdac.gov.ng/ingredient/products/2183,3,Anklet Grip,False,1,Anklet Grip
Antazoline Hydrochloride; Tetryzoline Hydrochloride,768,https://greenbook.nafdac.gov.ng/ingredient/products/768,3,Antazoline Hydrochloride; Tetryzoline Hydrochloride,True,2,Antazoline | Tetryzoline
Antazoline; Naphazoline,767,https://greenbook.nafdac.gov.ng/ingredient/products/767,3,Antazoline; Naphazoline,True,2,Antazoline | Naphazoline
Anti-D (rh) immunoglobulin,942,https://greenbook.nafdac.gov.ng/ingredient/products/942,3,Anti-D (rh) immunoglobulin,False,1,Anti-D  immunoglobulin
Anti-gas gangrene,948,https://greenbook.nafdac.gov.ng/ingredient/products/948,3,Anti-gas gangrene,False,1,Anti-gas gangrene
Anti-scorpion serum,949,https://greenbook.nafdac.gov.ng/ingredient/products/949,3,Anti-scorpion serum,False,1,Anti-scorpion serum
Antibiotic Tulles,2169,https://greenbook.nafdac.gov.ng/ingredient/products/2169,3,Antibiotic Tulles,False,1,Antibiotic Tulles
Apalutamide,1825,https://greenbook.nafdac.gov.ng/ingredient/products/1825,3,Apalutamide,False,1,Apalutamide
Apixaban,1790,https://greenbook.nafdac.gov.ng/ingredient/products/1790,4,Apixaban,False,1,Apixaban
Arachis oil; Paradichlorobenzene; Chlorobutanol; Turpentine oil,1489,https://greenbook.nafdac.gov.ng/ingredient/products/1489,4,Arachis oil; Paradichlorobenzene; Chlorobutanol; Turpentine oil,True,4,Arachis oil | Paradichlorobenzene | Chlorobutanol | Turpentine oil
Arginine Aspartate,1979,https://greenbook.nafdac.gov.ng/ingredient/products/1979,4,Arginine Aspartate,False,1,Arginine Aspartate
"Arginine Hydrochloride,Histidine Hydrochloride Monohydrate",2206,https://greenbook.nafdac.gov.ng/ingredient/products/2206,4,"Arginine Hydrochloride, Histidine Hydrochloride Monohydrate",True,2,Arginine | Histidine
Aripiprazole,9,https://greenbook.nafdac.gov.ng/ingredient/products/9,4,Aripiprazole,False,1,Aripiprazole
Arteether,2217,https://greenbook.nafdac.gov.ng/ingredient/products/2217,4,Arteether,False,1,Arteether
Artemether,542,https://greenbook.nafdac.gov.ng/ingredient/products/542,4,Artemether,False,1,Artemether
Artemether; Lumefantrine,528,https://greenbook.nafdac.gov.ng/ingredient/products/528,4,Artemether; Lumefantrine,True,2,Artemether | Lumefantrine
Artemether; Lumefantrine; Paracetamol,529,https://greenbook.nafdac.gov.ng/ingredient/products/529,4,Artemether; Lumefantrine; Paracetamol,True,3,Artemether | Lumefantrine | Paracetamol
Artemisinin; Piperaquine,537,https://greenbook.nafdac.gov.ng/ingredient/products/537,4,Artemisinin; Piperaquine,True,2,Artemisinin | Piperaquine
"ARTEROLANE MALEATE,PIPERAQUINE PHOSPHATE",2339,https://greenbook.nafdac.gov.ng/ingredient/products/2339,4,"ARTEROLANE MALEATE, PIPERAQUINE PHOSPHATE",True,2,ARTEROLANE | PIPERAQUINE
Arterolane; Piperaquine,549,https://greenbook.nafdac.gov.ng/ingredient/products/549,4,Arterolane; Piperaquine,True,2,Arterolane | Piperaquine
Artesunate,541,https://greenbook.nafdac.gov.ng/ingredient/products/541,4,Artesunate,False,1,Artesunate
Artesunate; Amodiaquine (Amodiaquine Hydrochloride),530,https://greenbook.nafdac.gov.ng/ingredient/products/530,4,Artesunate; Amodiaquine (Amodiaquine Hydrochloride),True,2,Artesunate | Amodiaquine
Artesunate; Clindamycin,540,https://greenbook.nafdac.gov.ng/ingredient/products/540,4,Artesunate; Clindamycin,True,2,Artesunate | Clindamycin
Artesunate; Doxycycline,539,https://greenbook.nafdac.gov.ng/ingredient/products/539,4,Artesunate; Doxycycline,True,2,Artesunate | Doxycycline
Artesunate; Mefloquine,531,https://greenbook.nafdac.gov.ng/ingredient/products/531,4,Artesunate; Mefloquine,True,2,Artesunate | Mefloquine
Artesunate; Pyronaridine Tetraphosphate,534,https://greenbook.nafdac.gov.ng/ingredient/products/534,4,Artesunate; Pyronaridine Tetraphosphate,True,2,Artesunate | Pyronaridine Tetraphosphate
Artesunate; Sodium Bicarbonate; Sodium Chloride,1846,https://greenbook.nafdac.gov.ng/ingredient/products/1846,4,Artesunate; Sodium Bicarbonate; Sodium Chloride,True,3,Artesunate | Bicarbonate | Chloride
Artesunate; Sulfadoxine; Pyrimethamine,532,https://greenbook.nafdac.gov.ng/ingredient/products/532,4,Artesunate; Sulfadoxine; Pyrimethamine,True,3,Artesunate | Sulfadoxine | Pyrimethamine
Artesunate; Tetracycline,538,https://greenbook.nafdac.gov.ng/ingredient/products/538,4,Artesunate; Tetracycline,True,2,Artesunate | Tetracycline
Ascorbic Acid,346,https://greenbook.nafdac.gov.ng/ingredient/products/346,4,Ascorbic Acid,False,1,Ascorbic Acid
Ascorbic acid; Beta Carotene; Vit. B12; Vit. D3; Folic acid; Vit. B3; Vit. B6; Vit. B2; Vit. B1; Calcium Pantothenate; Calcium Phosphate; Choline; Copper Sulphate; D-Biotin,1690,https://greenbook.nafdac.gov.ng/ingredient/products/1690,4,Ascorbic acid; Beta Carotene; Vit. B12; Vit. D3; Folic acid; Vit. B3; Vit. B6; Vit. B2; Vit. B1; Calcium Pantothenate; Calcium Phosphate; Choline; Copper Sulphate; D-Biotin,True,14,Ascorbic acid | Beta Carotene | Vit. B12 | Vit. D3 | Folic acid | Vit. B3 | Vit. B6 | Vit. B2 | Vit. B1 | Calcium Pantothenate | Calcium | Choline | Copper Sulphate | D-Biotin
Ascorbic acid; Vitamin A; Vitamin D3; Zinc,1926,https://greenbook.nafdac.gov.ng/ingredient/products/1926,4,Ascorbic acid; Vitamin A; Vitamin D3; Zinc,True,4,Ascorbic acid | Vitamin A | Vitamin D3 | Zinc
Ascorbic Acid; Vitamin D3; Zinc Sulfate,1547,https://greenbook.nafdac.gov.ng/ingredient/products/1547,4,Ascorbic Acid; Vitamin D3; Zinc Sulfate,True,3,Ascorbic Acid | Vitamin D3 | Zinc
Asparaginase,724,https://greenbook.nafdac.gov.ng/ingredient/products/724,4,Asparaginase,False,1,Asparaginase
Aspirin,2259,https://greenbook.nafdac.gov.ng/ingredient/products/2259,4,Aspirin,False,1,Aspirin
Atazanavir,1522,https://greenbook.nafdac.gov.ng/ingredient/products/1522,4,Atazanavir,False,1,Atazanavir
Atazanavir; Ritonavir,595,https://greenbook.nafdac.gov.ng/ingredient/products/595,4,Atazanavir; Ritonavir,True,2,Atazanavir | Ritonavir
Atenolol,237,https://greenbook.nafdac.gov.ng/ingredient/products/237,4,Atenolol,False,1,Atenolol
Atenolol; Chlortalidone,238,https://greenbook.nafdac.gov.ng/ingredient/products/238,4,Atenolol; Chlortalidone,True,2,Atenolol | Chlortalidone
Atezolizumab,2062,https://greenbook.nafdac.gov.ng/ingredient/products/2062,4,Atezolizumab,False,1,Atezolizumab
Atorvastatin,2195,https://greenbook.nafdac.gov.ng/ingredient/products/2195,4,Atorvastatin,False,1,Atorvastatin
Atorvastatin (Atorvastatin Calcium),300,https://greenbook.nafdac.gov.ng/ingredient/products/300,4,Atorvastatin (Atorvastatin Calcium),False,1,Atorvastatin
Atorvastatin; Fenofibrate,1915,https://greenbook.nafdac.gov.ng/ingredient/products/1915,4,Atorvastatin; Fenofibrate,True,2,Atorvastatin | Fenofibrate
Atorvastatin; Perindopril Arginine; Amlodipine,1919,https://greenbook.nafdac.gov.ng/ingredient/products/1919,4,Atorvastatin; Perindopril Arginine; Amlodipine,True,3,Atorvastatin | Perindopril Arginine | Amlodipine
Atosiban,1269,https://greenbook.nafdac.gov.ng/ingredient/products/1269,4,Atosiban,False,1,Atosiban
Atovaquone; Proguanil hydrochloride,544,https://greenbook.nafdac.gov.ng/ingredient/products/544,4,Atovaquone; Proguanil hydrochloride,True,2,Atovaquone | Proguanil
Atracurium,141,https://greenbook.nafdac.gov.ng/ingredient/products/141,4,Atracurium,False,1,Atracurium
Atropine Sulfate,781,https://greenbook.nafdac.gov.ng/ingredient/products/781,4,Atropine Sulfate,False,1,Atropine
Attapulgite; Pectin,196,https://greenbook.nafdac.gov.ng/ingredient/products/196,4,Attapulgite; Pectin,True,2,Attapulgite | Pectin
Avanafil,1187,https://greenbook.nafdac.gov.ng/ingredient/products/1187,4,Avanafil,False,1,Avanafil
"Avian herpes virus (Marek's disease) vaccine, Live",1936,https://greenbook.nafdac.gov.ng/ingredient/products/1936,4,"Avian herpes virus (Marek's disease) vaccine, Live",True,2,Avian herpes virus  vaccine | Live
"Avian infectious bronchitis vaccine, Inactivated",2225,https://greenbook.nafdac.gov.ng/ingredient/products/2225,4,"Avian infectious bronchitis vaccine, Inactivated",True,2,Avian infectious bronchitis vaccine | Inactivated
"Avian infectious bronchitis vaccine, Live",2226,https://greenbook.nafdac.gov.ng/ingredient/products/2226,4,"Avian infectious bronchitis vaccine, Live",True,2,Avian infectious bronchitis vaccine | Live
"Avian infectious bursal (gumboro) disease vaccine, Live",1940,https://greenbook.nafdac.gov.ng/ingredient/products/1940,4,"Avian infectious bursal (gumboro) disease vaccine, Live",True,2,Avian infectious bursal  disease vaccine | Live
"Avian pox vaccine, Live",1759,https://greenbook.nafdac.gov.ng/ingredient/products/1759,4,"Avian pox vaccine, Live",True,2,Avian pox vaccine | Live
Azathioprine,93,https://greenbook.nafdac.gov.ng/ingredient/products/93,4,Azathioprine,False,1,Azathioprine
Azithromycin,2252,https://greenbook.nafdac.gov.ng/ingredient/products/2252,4,Azithromycin,False,1,Azithromycin
Azithromycin (Azithromycin Dihydrate),475,https://greenbook.nafdac.gov.ng/ingredient/products/475,4,Azithromycin (Azithromycin Dihydrate),False,1,Azithromycin
Azithromycin (Azithromycin Monohydrate),1574,https://greenbook.nafdac.gov.ng/ingredient/products/1574,5,Azithromycin (Azithromycin Monohydrate),False,1,Azithromycin
Baby Wipes,2140,https://greenbook.nafdac.gov.ng/ingredient/products/2140,5,Baby Wipes,False,1,Baby Wipes
Bacillus clausii,1217,https://greenbook.nafdac.gov.ng/ingredient/products/1217,5,Bacillus clausii,False,1,Bacillus clausii
Baclofen,1495,https://greenbook.nafdac.gov.ng/ingredient/products/1495,5,Baclofen,False,1,Baclofen
Barium sulfate,976,https://greenbook.nafdac.gov.ng/ingredient/products/976,5,Barium sulfate,False,1,Barium
Basiliximab,1435,https://greenbook.nafdac.gov.ng/ingredient/products/1435,5,Basiliximab,False,1,Basiliximab
BCG vaccine,510,https://greenbook.nafdac.gov.ng/ingredient/products/510,5,BCG vaccine,False,1,BCG vaccine
Beclometasone Dipropionate,817,https://greenbook.nafdac.gov.ng/ingredient/products/817,5,Beclometasone Dipropionate,False,1,Beclometasone Dipropionate
Beclometasone; Clotrimazole,1109,https://greenbook.nafdac.gov.ng/ingredient/products/1109,5,Beclometasone; Clotrimazole,True,2,Beclometasone | Clotrimazole
Beclometasone; Clotrimazole; Gentamicin,1108,https://greenbook.nafdac.gov.ng/ingredient/products/1108,5,Beclometasone; Clotrimazole; Gentamicin,True,3,Beclometasone | Clotrimazole | Gentamicin
Beclometasone; Clotrimazole; Gentamicin; Clioquinol,1113,https://greenbook.nafdac.gov.ng/ingredient/products/1113,5,Beclometasone; Clotrimazole; Gentamicin; Clioquinol,True,4,Beclometasone | Clotrimazole | Gentamicin | Clioquinol
Beclometasone; Clotrimazole; Neomycin,1302,https://greenbook.nafdac.gov.ng/ingredient/products/1302,5,Beclometasone; Clotrimazole; Neomycin,True,3,Beclometasone | Clotrimazole | Neomycin
Beclometasone; Miconazole; Neomycin,1114,https://greenbook.nafdac.gov.ng/ingredient/products/1114,5,Beclometasone; Miconazole; Neomycin,True,3,Beclometasone | Miconazole | Neomycin
Beclometasone; Tolnaftate; Gentamicin,1193,https://greenbook.nafdac.gov.ng/ingredient/products/1193,5,Beclometasone; Tolnaftate; Gentamicin,True,3,Beclometasone | Tolnaftate | Gentamicin
Beclomethasone Dipropionate; Phenylephrine Hydrochloride; Lignocaine Hydrochloride,2192,https://greenbook.nafdac.gov.ng/ingredient/products/2192,5,Beclomethasone Dipropionate; Phenylephrine Hydrochloride; Lignocaine Hydrochloride,True,3,Beclomethasone Dipropionate | Phenylephrine | Lignocaine
Beclomethasone; Clotrimazole; Gentamicin Sulphate; Tolnaftate,1859,https://greenbook.nafdac.gov.ng/ingredient/products/1859,5,Beclomethasone; Clotrimazole; Gentamicin Sulphate; Tolnaftate,True,4,Beclomethasone | Clotrimazole | Gentamicin Sulphate | Tolnaftate
Beclomethasone; Neomycin; Chlorocresol,1882,https://greenbook.nafdac.gov.ng/ingredient/products/1882,5,Beclomethasone; Neomycin; Chlorocresol,True,3,Beclomethasone | Neomycin | Chlorocresol
Bedaquiline,1853,https://greenbook.nafdac.gov.ng/ingredient/products/1853,5,Bedaquiline,False,1,Bedaquiline
Belt,2144,https://greenbook.nafdac.gov.ng/ingredient/products/2144,5,Belt,False,1,Belt
Bendrofluazide,2320,https://greenbook.nafdac.gov.ng/ingredient/products/2320,5,Bendrofluazide,False,1,Bendrofluazide
Bendroflumethiazide,229,https://greenbook.nafdac.gov.ng/ingredient/products/229,5,Bendroflumethiazide,False,1,Bendroflumethiazide
Benzalkonium chloride,1689,https://greenbook.nafdac.gov.ng/ingredient/products/1689,5,Benzalkonium chloride,False,1,Benzalkonium chloride
Benzalkonium Chloride; Chlorhexidine Gluconate,1736,https://greenbook.nafdac.gov.ng/ingredient/products/1736,5,Benzalkonium Chloride; Chlorhexidine Gluconate,True,2,Benzalkonium Chloride | Chlorhexidine Gluconate
Benzathine benzylpenicillin,427,https://greenbook.nafdac.gov.ng/ingredient/products/427,5,Benzathine benzylpenicillin,False,1,Benzathine benzylpenicillin
Benzhexol,2323,https://greenbook.nafdac.gov.ng/ingredient/products/2323,5,Benzhexol,False,1,Benzhexol
Benznidazole,567,https://greenbook.nafdac.gov.ng/ingredient/products/567,5,Benznidazole,False,1,Benznidazole
Benzocaine; Benzethoniuim,1259,https://greenbook.nafdac.gov.ng/ingredient/products/1259,5,Benzocaine; Benzethoniuim,True,2,Benzocaine | Benzethoniuim
Benzocaine; Menthol,1260,https://greenbook.nafdac.gov.ng/ingredient/products/1260,5,Benzocaine; Menthol,True,2,Benzocaine | Menthol
Benzoic acid; Salicylic acid,842,https://greenbook.nafdac.gov.ng/ingredient/products/842,5,Benzoic acid; Salicylic acid,True,2,Benzoic acid | Salicylic acid
Benzoic acid; Salicylic acid; Sulfur,843,https://greenbook.nafdac.gov.ng/ingredient/products/843,5,Benzoic acid; Salicylic acid; Sulfur,True,3,Benzoic acid | Salicylic acid | Sulfur
"Benzoin Tincture, Compound",883,https://greenbook.nafdac.gov.ng/ingredient/products/883,5,"Benzoin Tincture, Compound",True,2,Benzoin Tincture | Compound
Benzoyl Metronidazole,2258,https://greenbook.nafdac.gov.ng/ingredient/products/2258,5,Benzoyl Metronidazole,False,1,Benzoyl Metronidazole
Benzoyl peroxide,885,https://greenbook.nafdac.gov.ng/ingredient/products/885,5,Benzoyl peroxide,False,1,Benzoyl peroxide
Benzyl Benzoate,859,https://greenbook.nafdac.gov.ng/ingredient/products/859,5,Benzyl Benzoate,False,1,Benzyl Benzoate
Benzylpenicillin potassium,749,https://greenbook.nafdac.gov.ng/ingredient/products/749,5,Benzylpenicillin potassium,False,1,Benzylpenicillin
Benzylpenicillin sodium,428,https://greenbook.nafdac.gov.ng/ingredient/products/428,5,Benzylpenicillin sodium,False,1,Benzylpenicillin
Beractant,1372,https://greenbook.nafdac.gov.ng/ingredient/products/1372,5,Beractant,False,1,Beractant
Beta-Sitosterol,1336,https://greenbook.nafdac.gov.ng/ingredient/products/1336,5,Beta-Sitosterol,False,1,Beta-Sitosterol
Betamethasone (Betamethasone Dipropionate); Calcipotriol (Calcipotriol Monohydrate),1363,https://greenbook.nafdac.gov.ng/ingredient/products/1363,5,Betamethasone (Betamethasone Dipropionate); Calcipotriol (Calcipotriol Monohydrate),True,2,Betamethasone | Calcipotriol
Betamethasone (Betamethasone Sodium Phosphate),1594,https://greenbook.nafdac.gov.ng/ingredient/products/1594,5,Betamethasone (Betamethasone Sodium Phosphate),False,1,Betamethasone
Betamethasone (Betamethasone Sodium Phosphate); Neomycin sulfate,769,https://greenbook.nafdac.gov.ng/ingredient/products/769,5,Betamethasone (Betamethasone Sodium Phosphate); Neomycin sulfate,True,2,Betamethasone | Neomycin
Betamethasone (Betamethasone Valerate),864,https://greenbook.nafdac.gov.ng/ingredient/products/864,5,Betamethasone (Betamethasone Valerate),False,1,Betamethasone
Betamethasone (Betamethasone valerate); Neomycin sulfate,1899,https://greenbook.nafdac.gov.ng/ingredient/products/1899,5,Betamethasone (Betamethasone valerate); Neomycin sulfate,True,2,Betamethasone | Neomycin
Betamethasone dipropionate,812,https://greenbook.nafdac.gov.ng/ingredient/products/812,5,Betamethasone dipropionate,False,1,Betamethasone dipropionate
Betamethasone; Clotrimazole,1110,https://greenbook.nafdac.gov.ng/ingredient/products/1110,5,Betamethasone; Clotrimazole,True,2,Betamethasone | Clotrimazole
Betamethasone; Clotrimazole; Gentamicin,1107,https://greenbook.nafdac.gov.ng/ingredient/products/1107,5,Betamethasone; Clotrimazole; Gentamicin,True,3,Betamethasone | Clotrimazole | Gentamicin
Betamethasone; Clotrimazole; Neomycin sulfate,1106,https://greenbook.nafdac.gov.ng/ingredient/products/1106,5,Betamethasone; Clotrimazole; Neomycin sulfate,True,3,Betamethasone | Clotrimazole | Neomycin
Betamethasone; Fusidic acid,1308,https://greenbook.nafdac.gov.ng/ingredient/products/1308,5,Betamethasone; Fusidic acid,True,2,Betamethasone | Fusidic acid
Betamethasone; Ketoconazole,1224,https://greenbook.nafdac.gov.ng/ingredient/products/1224,5,Betamethasone; Ketoconazole,True,2,Betamethasone | Ketoconazole
Betamethasone; Salicylic acid,866,https://greenbook.nafdac.gov.ng/ingredient/products/866,5,Betamethasone; Salicylic acid,True,2,Betamethasone | Salicylic acid
Betamethasone; Tolnaftate; Gentamicin,1117,https://greenbook.nafdac.gov.ng/ingredient/products/1117,6,Betamethasone; Tolnaftate; Gentamicin,True,3,Betamethasone | Tolnaftate | Gentamicin
Betamethasone; Tolnaftate; Gentamicin; Clioquinol,1115,https://greenbook.nafdac.gov.ng/ingredient/products/1115,6,Betamethasone; Tolnaftate; Gentamicin; Clioquinol,True,4,Betamethasone | Tolnaftate | Gentamicin | Clioquinol
Betamethasone; Tolnaftate; Neomycin sulfate; Clioquinol,1116,https://greenbook.nafdac.gov.ng/ingredient/products/1116,6,Betamethasone; Tolnaftate; Neomycin sulfate; Clioquinol,True,4,Betamethasone | Tolnaftate | Neomycin | Clioquinol
Betaxolol (Betaxolol Hydrochloride),786,https://greenbook.nafdac.gov.ng/ingredient/products/786,6,Betaxolol (Betaxolol Hydrochloride),False,1,Betaxolol
Bethanechol,1498,https://greenbook.nafdac.gov.ng/ingredient/products/1498,6,Bethanechol,False,1,Bethanechol
Bevacizumab,1270,https://greenbook.nafdac.gov.ng/ingredient/products/1270,6,Bevacizumab,False,1,Bevacizumab
Bicalutamide,740,https://greenbook.nafdac.gov.ng/ingredient/products/740,6,Bicalutamide,False,1,Bicalutamide
Bifonazole,845,https://greenbook.nafdac.gov.ng/ingredient/products/845,6,Bifonazole,False,1,Bifonazole
Bilastine,2215,https://greenbook.nafdac.gov.ng/ingredient/products/2215,6,Bilastine,False,1,Bilastine
Bimatoprost,1348,https://greenbook.nafdac.gov.ng/ingredient/products/1348,6,Bimatoprost,False,1,Bimatoprost
Bimatoprost; Timolol (Timolol Maleate),1158,https://greenbook.nafdac.gov.ng/ingredient/products/1158,6,Bimatoprost; Timolol (Timolol Maleate),True,2,Bimatoprost | Timolol
Binimetinib,1678,https://greenbook.nafdac.gov.ng/ingredient/products/1678,6,Binimetinib,False,1,Binimetinib
Biomult,1799,https://greenbook.nafdac.gov.ng/ingredient/products/1799,6,Biomult,False,1,Biomult
Biperiden,31,https://greenbook.nafdac.gov.ng/ingredient/products/31,6,Biperiden,False,1,Biperiden
Bisacodyl,200,https://greenbook.nafdac.gov.ng/ingredient/products/200,6,Bisacodyl,False,1,Bisacodyl
Bismuth Carbonate; Magnesium Carbonate; Kaolin Heavy,1707,https://greenbook.nafdac.gov.ng/ingredient/products/1707,6,Bismuth Carbonate; Magnesium Carbonate; Kaolin Heavy,True,3,Bismuth Carbonate | Magnesium Carbonate | Kaolin Heavy
